transaction_id,timestamp,psp,transaction_type,payer_vpa,payee_vpa,payer_bank,payee_bank,merchant_id,merchant_name,merchant_category,mcc,amount,currency,status,response_code,failure_reason,rrn,bank_reference_id,payment_mode,device_type,state,settlement_status,risk_score,fraud_flag
TXN_20260119_460470,2026-01-19T07:09:45+05:30,Paytm,UPI_PAYMENT,user720956@paytm,urbaneats835@stateban,ICICI Bank,State Bank of India,MER_353448,Urban Eats,Restaurant,5812,105.67,INR,SUCCESS,00,,362857121576,BRN3614080884,UPI,ANDROID,Jharkhand,PENDING,53,false
TXN_20260127_762505,2026-01-27T17:25:00+05:30,Paytm,UPI_PAYMENT,user956829@paytm,mobilerecha507@bankofba,Kotak Mahindra Bank,Bank of Baroda,MER_372590,Mobile Recharge Hub,Telecom,4814,94.19,INR,SUCCESS,00,,877192957716,BRN2784244104,UPI,IOS,Telangana,SETTLED,12,false
TXN_20260120_280455,2026-01-20T23:48:13+05:30,Paytm,UPI_PAYMENT,user729560@paytm,freshmartre310@indianba,State Bank of India,Indian Bank,MER_425783,FreshMart Retail,Grocery,5411,127.71,INR,SUCCESS,00,,945250743442,BRN9779423371,UPI,ANDROID,Madhya Pradesh,SETTLED,25,false
TXN_20260106_587446,2026-01-06T06:38:14+05:30,Paytm,UPI_PAYMENT,user87504@paytm,fitzonegym758@stateban,Canara Bank,State Bank of India,MER_478300,FitZone Gym,Fitness,7997,53.40,INR,SUCCESS,00,,355542168593,BRN3316275898,UPI,ANDROID,Punjab,SETTLED,43,false
TXN_20260117_983186,2026-01-17T03:46:24+05:30,Paytm,UPI_PAYMENT,user84192@paytm,utilitypays699@hdfcbank,HDFC Bank,HDFC Bank,MER_634152,UtilityPay Services,Utilities,4900,180.12,INR,SUCCESS,00,,879187652601,BRN1689731235,UPI,ANDROID,Odisha,SETTLED,19,false
TXN_20260121_487373,2026-01-21T06:56:49+05:30,Paytm,UPI_PAYMENT,user404177@paytm,utilitypays226@stateban,Canara Bank,State Bank of India,MER_350678,UtilityPay Services,Utilities,4900,1525.06,INR,SUCCESS,00,,859673034192,BRN6484925021,UPI,IOS,Uttar Pradesh,SETTLED,28,false
TXN_20260115_608617,2026-01-15T07:18:36+05:30,Paytm,UPI_PAYMENT,user334628@paytm,homebasket764@yesbank,State Bank of India,YES BANK,MER_246068,HomeBasket,Home & Living,5712,243.50,INR,SUCCESS,00,,867551283686,BRN9576960979,UPI,ANDROID,Tamil Nadu,SETTLED,23,false
TXN_20260105_809682,2026-01-05T12:39:39+05:30,Paytm,UPI_PAYMENT,user253611@paytm,urbaneats95@hdfcbank,Kotak Mahindra Bank,HDFC Bank,MER_275900,Urban Eats,Restaurant,5812,169.80,INR,SUCCESS,00,,163491611810,BRN3903823149,UPI,ANDROID,Madhya Pradesh,SETTLED,5,false
TXN_20260119_311686,2026-01-19T20:08:02+05:30,Paytm,UPI_PAYMENT,user368003@paytm,urbaneats107@stateban,Kotak Mahindra Bank,State Bank of India,MER_853697,Urban Eats,Restaurant,5812,113.18,INR,SUCCESS,00,,810406562486,BRN9406249285,UPI,IOS,Punjab,SETTLED,48,false
TXN_20260101_764724,2026-01-01T21:22:19+05:30,Paytm,UPI_PAYMENT,user585051@paytm,mobilerecha252@stateban,Canara Bank,State Bank of India,MER_148689,Mobile Recharge Hub,Telecom,4814,76.47,INR,SUCCESS,00,,549939258209,BRN8076980084,UPI,ANDROID,Karnataka,SETTLED,23,false
TXN_20260130_889771,2026-01-30T07:50:07+05:30,Paytm,UPI_PAYMENT,user53764@paytm,metromobili448@bankofba,State Bank of India,Bank of Baroda,MER_739579,Metro Mobility,Transport,4121,190.75,INR,SUCCESS,00,,465201942734,BRN9212457408,UPI,ANDROID,Rajasthan,SETTLED,39,false
TXN_20260102_844264,2026-01-02T12:17:40+05:30,Paytm,UPI_PAYMENT,user476936@paytm,fitzonegym731@iciciban,ICICI Bank,ICICI Bank,MER_883947,FitZone Gym,Fitness,7997,74.82,INR,SUCCESS,00,,904935819961,BRN8318529777,UPI,IOS,Tamil Nadu,SETTLED,9,false
TXN_20260120_599708,2026-01-20T10:13:57+05:30,Paytm,UPI_PAYMENT,user966884@paytm,metromobili831@punjabna,State Bank of India,Punjab National Bank,MER_856762,Metro Mobility,Transport,4121,342.18,INR,SUCCESS,00,,161846036927,BRN2100100085,UPI,IOS,Delhi,SETTLED,45,false
TXN_20260117_301151,2026-01-17T23:38:16+05:30,Paytm,UPI_PAYMENT,user378324@paytm,techsquaree140@ausmallf,State Bank of India,AU Small Finance Bank,MER_453577,TechSquare Electronics,Electronics,5732,13.26,INR,SUCCESS,00,,819485320653,BRN1721270704,UPI,ANDROID,Odisha,SETTLED,22,false
TXN_20260115_995444,2026-01-15T17:25:08+05:30,Paytm,UPI_PAYMENT,user162145@paytm,techsquaree794@idfcfirs,State Bank of India,IDFC FIRST Bank,MER_816912,TechSquare Electronics,Electronics,5732,775.15,INR,SUCCESS,00,,416319118266,BRN6560945236,UPI,ANDROID,Bihar,SETTLED,20,false
TXN_20260116_333949,2026-01-16T19:52:18+05:30,Paytm,UPI_PAYMENT,user134396@paytm,mobilerecha919@bankofin,Canara Bank,Bank of India,MER_361448,Mobile Recharge Hub,Telecom,4814,1665.55,INR,SUCCESS,00,,128270973319,BRN3676598674,UPI,IOS,Rajasthan,SETTLED,42,false
TXN_20260104_401537,2026-01-04T06:59:30+05:30,Paytm,UPI_PAYMENT,user944519@paytm,mobilerecha255@idfcfirs,HDFC Bank,IDFC FIRST Bank,MER_399064,Mobile Recharge Hub,Telecom,4814,220.99,INR,SUCCESS,00,,183711214345,BRN6015929052,UPI,ANDROID,Uttarakhand,SETTLED,40,false
TXN_20260129_146889,2026-01-29T21:12:20+05:30,Paytm,UPI_PAYMENT,user300323@paytm,edulearnser110@indianov,Indian Bank,Indian Overseas Bank,MER_555510,EduLearn Services,Education,8299,74.21,INR,SUCCESS,00,,185382208328,BRN9681960931,UPI,ANDROID,Andhra Pradesh,SETTLED,20,false
TXN_20260131_718792,2026-01-31T22:44:27+05:30,Paytm,UPI_PAYMENT,user864576@paytm,booknest539@stateban,Bank of Baroda,State Bank of India,MER_194232,BookNest,Books,5942,1359.86,INR,SUCCESS,00,,184110365820,BRN8997323980,UPI,IOS,Gujarat,SETTLED,33,false
TXN_20260114_374572,2026-01-14T02:21:15+05:30,Paytm,UPI_PAYMENT,user297740@paytm,techsquaree908@stateban,State Bank of India,State Bank of India,MER_451717,TechSquare Electronics,Electronics,5732,608.12,INR,SUCCESS,00,,595721551101,BRN2224352408,UPI,IOS,Odisha,SETTLED,43,false
TXN_20260127_238723,2026-01-27T10:35:06+05:30,Paytm,UPI_PAYMENT,user231114@paytm,techsquaree303@hdfcbank,State Bank of India,HDFC Bank,MER_820393,TechSquare Electronics,Electronics,5732,667.63,INR,SUCCESS,00,,837420737215,BRN6793785451,UPI,IOS,Uttar Pradesh,SETTLED,5,false
TXN_20260129_820020,2026-01-29T22:58:49+05:30,Paytm,UPI_PAYMENT,user445847@paytm,stylehubfas690@stateban,HDFC Bank,State Bank of India,MER_649029,StyleHub Fashion,Apparel,5651,58.17,INR,SUCCESS,00,,826953001312,BRN7521119030,UPI,IOS,Goa,SETTLED,1,false
TXN_20260103_305691,2026-01-03T06:47:50+05:30,Paytm,UPI_PAYMENT,user323668@paytm,quickfuelst380@iciciban,Bandhan Bank,ICICI Bank,MER_629767,QuickFuel Station,Fuel,5541,3085.42,INR,SUCCESS,00,,952984600951,BRN9689197643,UPI,ANDROID,Maharashtra,SETTLED,42,false
TXN_20260103_202395,2026-01-03T15:28:48+05:30,Paytm,UPI_PAYMENT,user80424@paytm,homebasket336@iciciban,State Bank of India,ICICI Bank,MER_887718,HomeBasket,Home & Living,5712,452.99,INR,SUCCESS,00,,857217559970,BRN1584523549,UPI,ANDROID,Tamil Nadu,SETTLED,35,false
TXN_20260109_789537,2026-01-09T14:46:31+05:30,Paytm,UPI_PAYMENT,user758849@paytm,cafebrew811@kotakmah,AU Small Finance Bank,Kotak Mahindra Bank,MER_451196,Cafe Brew,Cafe,5814,907.87,INR,SUCCESS,00,,555399453408,BRN6015265555,UPI,ANDROID,Maharashtra,SETTLED,22,false
TXN_20260105_271933,2026-01-05T04:48:40+05:30,Paytm,UPI_PAYMENT,user617081@paytm,booknest301@axisbank,Kotak Mahindra Bank,Axis Bank,MER_237743,BookNest,Books,5942,622.69,INR,SUCCESS,00,,463891573582,BRN4651283628,UPI,ANDROID,Tamil Nadu,SETTLED,17,false
TXN_20260129_651552,2026-01-29T03:09:58+05:30,Paytm,UPI_PAYMENT,user428631@paytm,urbaneats435@hdfcbank,Axis Bank,HDFC Bank,MER_822692,Urban Eats,Restaurant,5812,188.13,INR,SUCCESS,00,,175956392843,BRN8093476614,UPI,ANDROID,Delhi,SETTLED,47,false
TXN_20260121_975482,2026-01-21T16:30:06+05:30,Paytm,UPI_PAYMENT,user652601@paytm,quickfuelst540@axisbank,Federal Bank,Axis Bank,MER_269286,QuickFuel Station,Fuel,5541,372.54,INR,SUCCESS,00,,727054474710,BRN1589462911,UPI,ANDROID,Delhi,SETTLED,17,false
TXN_20260124_936336,2026-01-24T08:52:05+05:30,Paytm,UPI_PAYMENT,user102876@paytm,quickfuelst394@indusind,ICICI Bank,IndusInd Bank,MER_127582,QuickFuel Station,Fuel,5541,43.86,INR,SUCCESS,00,,757784910136,BRN3332346639,UPI,WEB,Rajasthan,SETTLED,10,false
TXN_20260104_691926,2026-01-04T05:03:35+05:30,Paytm,UPI_PAYMENT,user14248@paytm,mobilerecha95@iciciban,ICICI Bank,ICICI Bank,MER_370345,Mobile Recharge Hub,Telecom,4814,135.21,INR,SUCCESS,00,,442114414180,BRN6686821373,UPI,ANDROID,Uttar Pradesh,SETTLED,4,false
TXN_20260130_867777,2026-01-30T19:42:07+05:30,Paytm,UPI_PAYMENT,user914145@paytm,metromobili901@stateban,Bank of Baroda,State Bank of India,MER_185450,Metro Mobility,Transport,4121,85.35,INR,SUCCESS,00,,865754306481,BRN7667929276,UPI,ANDROID,Delhi,PENDING,37,false
TXN_20260130_294007,2026-01-30T15:19:06+05:30,Paytm,UPI_PAYMENT,user299104@paytm,stylehubfas268@kotakmah,Bank of Baroda,Kotak Mahindra Bank,MER_207653,StyleHub Fashion,Apparel,5651,1349.94,INR,SUCCESS,00,,517270415319,BRN5773771963,UPI,ANDROID,Tamil Nadu,SETTLED,44,false
TXN_20260108_277680,2026-01-08T22:23:51+05:30,Paytm,UPI_PAYMENT,user955585@paytm,stylehubfas54@iciciban,Axis Bank,ICICI Bank,MER_242805,StyleHub Fashion,Apparel,5651,476.87,INR,SUCCESS,00,,709195798867,BRN4288538139,UPI,ANDROID,Uttar Pradesh,SETTLED,1,false
TXN_20260115_366641,2026-01-15T16:22:08+05:30,Paytm,UPI_PAYMENT,user673826@paytm,fitzonegym705@axisbank,State Bank of India,Axis Bank,MER_738640,FitZone Gym,Fitness,7997,331.58,INR,SUCCESS,00,,375534669363,BRN1091653081,UPI,ANDROID,Maharashtra,SETTLED,42,false
TXN_20260118_823082,2026-01-18T18:46:02+05:30,Paytm,UPI_PAYMENT,user97248@paytm,edulearnser65@bankofba,ICICI Bank,Bank of Baroda,MER_812551,EduLearn Services,Education,8299,201.87,INR,SUCCESS,00,,287016290376,BRN3765442105,UPI,ANDROID,Odisha,SETTLED,20,false
TXN_20260106_845647,2026-01-06T16:00:00+05:30,Paytm,UPI_PAYMENT,user697771@paytm,techsquaree942@kotakmah,IDFC FIRST Bank,Kotak Mahindra Bank,MER_685073,TechSquare Electronics,Electronics,5732,717.74,INR,SUCCESS,00,,251647870806,BRN4603287096,UPI,ANDROID,Uttar Pradesh,SETTLED,43,false
TXN_20260116_210623,2026-01-16T08:12:20+05:30,Paytm,UPI_PAYMENT,user456476@paytm,techsquaree933@bandhanb,IDFC FIRST Bank,Bandhan Bank,MER_639588,TechSquare Electronics,Electronics,5732,3196.04,INR,SUCCESS,00,,641612277328,BRN5545194781,UPI,ANDROID,West Bengal,SETTLED,11,false
TXN_20260113_617286,2026-01-13T16:14:29+05:30,Paytm,UPI_PAYMENT,user488429@paytm,stylehubfas137@kotakmah,Bank of India,Kotak Mahindra Bank,MER_217094,StyleHub Fashion,Apparel,5651,284.39,INR,SUCCESS,00,,907320157247,BRN9032793796,UPI,ANDROID,Karnataka,SETTLED,2,false
TXN_20260109_501574,2026-01-09T03:23:53+05:30,Paytm,UPI_PAYMENT,user341231@paytm,stylehubfas866@kotakmah,State Bank of India,Kotak Mahindra Bank,MER_656261,StyleHub Fashion,Apparel,5651,2127.24,INR,PENDING,P01,,606163102088,BRN7251232436,UPI,ANDROID,Uttar Pradesh,PENDING,34,false
TXN_20260118_380549,2026-01-18T19:59:52+05:30,Paytm,UPI_PAYMENT,user544273@paytm,mobilerecha632@stateban,HDFC Bank,State Bank of India,MER_780787,Mobile Recharge Hub,Telecom,4814,1218.79,INR,SUCCESS,00,,467985053032,BRN4177573408,UPI,ANDROID,Uttar Pradesh,SETTLED,6,false
TXN_20260105_876633,2026-01-05T16:35:36+05:30,Paytm,UPI_PAYMENT,user929065@paytm,utilitypays589@hdfcbank,ICICI Bank,HDFC Bank,MER_908606,UtilityPay Services,Utilities,4900,91.32,INR,SUCCESS,00,,482854913569,BRN9189212227,UPI,ANDROID,Uttar Pradesh,SETTLED,11,false
TXN_20260130_694480,2026-01-30T08:47:02+05:30,Paytm,UPI_PAYMENT,user282173@paytm,booknest497@unionban,ICICI Bank,Union Bank of India,MER_772071,BookNest,Books,5942,100.88,INR,SUCCESS,00,,859973022284,BRN5751504787,UPI,ANDROID,Karnataka,SETTLED,10,false
TXN_20260122_745679,2026-01-22T09:44:21+05:30,Paytm,UPI_PAYMENT,user398565@paytm,freshmartre272@bankofba,AU Small Finance Bank,Bank of Baroda,MER_447884,FreshMart Retail,Grocery,5411,316.89,INR,SUCCESS,00,,570323260104,BRN8914545750,UPI,IOS,Rajasthan,SETTLED,57,false
TXN_20260121_205569,2026-01-21T21:21:24+05:30,Paytm,UPI_PAYMENT,user368382@paytm,quickfuelst938@stateban,State Bank of India,State Bank of India,MER_540753,QuickFuel Station,Fuel,5541,50.12,INR,SUCCESS,00,,770526108971,BRN2335809856,UPI,ANDROID,Kerala,SETTLED,64,false
TXN_20260112_961496,2026-01-12T16:04:02+05:30,Paytm,UPI_PAYMENT,user539290@paytm,fitzonegym806@punjabna,AU Small Finance Bank,Punjab National Bank,MER_648361,FitZone Gym,Fitness,7997,210.27,INR,SUCCESS,00,,802941476800,BRN2049399352,UPI,ANDROID,Telangana,SETTLED,27,false
TXN_20260118_806906,2026-01-18T06:35:18+05:30,Paytm,UPI_PAYMENT,user330944@paytm,urbaneats603@hdfcbank,Kotak Mahindra Bank,HDFC Bank,MER_792661,Urban Eats,Restaurant,5812,51.82,INR,SUCCESS,00,,352796754619,BRN2515250771,UPI,IOS,West Bengal,SETTLED,17,false
TXN_20260115_853217,2026-01-15T07:45:34+05:30,Paytm,UPI_PAYMENT,user221048@paytm,techsquaree471@hdfcbank,State Bank of India,HDFC Bank,MER_311373,TechSquare Electronics,Electronics,5732,82.36,INR,SUCCESS,00,,391107005195,BRN8711064396,UPI,ANDROID,Uttar Pradesh,SETTLED,39,false
TXN_20260101_485142,2026-01-01T07:14:33+05:30,Paytm,UPI_PAYMENT,user614639@paytm,mobilerecha971@indusind,Bank of Baroda,IndusInd Bank,MER_877191,Mobile Recharge Hub,Telecom,4814,225.09,INR,SUCCESS,00,,144347934632,BRN7840064847,UPI,ANDROID,Maharashtra,SETTLED,7,false
TXN_20260117_547710,2026-01-17T14:55:11+05:30,Paytm,UPI_PAYMENT,user771754@paytm,freshmartre787@hdfcbank,HDFC Bank,HDFC Bank,MER_962277,FreshMart Retail,Grocery,5411,329.64,INR,SUCCESS,00,,218693392646,BRN6997353427,UPI,ANDROID,Madhya Pradesh,SETTLED,23,false
TXN_20260109_656313,2026-01-09T05:57:14+05:30,Paytm,UPI_PAYMENT,user619579@paytm,utilitypays119@idfcfirs,Bank of Baroda,IDFC FIRST Bank,MER_792681,UtilityPay Services,Utilities,4900,163.58,INR,SUCCESS,00,,885222941743,BRN3342096721,UPI,ANDROID,Rajasthan,SETTLED,47,false
TXN_20260115_171840,2026-01-15T17:42:57+05:30,Paytm,UPI_PAYMENT,user937202@paytm,techsquaree699@iciciban,State Bank of India,ICICI Bank,MER_896253,TechSquare Electronics,Electronics,5732,1168.93,INR,SUCCESS,00,,451808373543,BRN3903558542,UPI,ANDROID,Haryana,SETTLED,9,false
TXN_20260121_590761,2026-01-21T20:08:27+05:30,Paytm,UPI_PAYMENT,user975748@paytm,homebasket506@bankofba,Bank of Baroda,Bank of Baroda,MER_451040,HomeBasket,Home & Living,5712,267.05,INR,SUCCESS,00,,191862951771,BRN1723254535,UPI,IOS,Bihar,SETTLED,34,false
TXN_20260124_988675,2026-01-24T15:42:21+05:30,Paytm,UPI_PAYMENT,user951735@paytm,metromobili111@punjabna,State Bank of India,Punjab National Bank,MER_865833,Metro Mobility,Transport,4121,97.59,INR,SUCCESS,00,,151869543341,BRN8881705717,UPI,ANDROID,Maharashtra,SETTLED,47,false
TXN_20260118_484705,2026-01-18T22:56:36+05:30,Paytm,UPI_PAYMENT,user390229@paytm,stylehubfas160@axisbank,State Bank of India,Axis Bank,MER_280552,StyleHub Fashion,Apparel,5651,85.99,INR,SUCCESS,00,,385072634425,BRN1028998835,UPI,IOS,Karnataka,SETTLED,12,false
TXN_20260115_963511,2026-01-15T13:19:02+05:30,Paytm,UPI_PAYMENT,user517431@paytm,utilitypays945@hdfcbank,Canara Bank,HDFC Bank,MER_728875,UtilityPay Services,Utilities,4900,113.75,INR,SUCCESS,00,,495748433133,BRN3049075163,UPI,ANDROID,Madhya Pradesh,SETTLED,25,false
TXN_20260109_131008,2026-01-09T13:41:30+05:30,Paytm,UPI_PAYMENT,user40611@paytm,cafebrew475@stateban,Canara Bank,State Bank of India,MER_490951,Cafe Brew,Cafe,5814,176.72,INR,SUCCESS,00,,732736960865,BRN9054430130,UPI,ANDROID,Uttar Pradesh,SETTLED,29,false
TXN_20260115_236461,2026-01-15T04:44:36+05:30,Paytm,UPI_PAYMENT,user608647@paytm,booknest284@hdfcbank,UCO Bank,HDFC Bank,MER_302556,BookNest,Books,5942,18.21,INR,SUCCESS,00,,329851833719,BRN8594068721,UPI,WEB,West Bengal,SETTLED,18,false
TXN_20260114_868067,2026-01-14T19:58:37+05:30,Paytm,UPI_PAYMENT,user82693@paytm,urbaneats755@kotakmah,UCO Bank,Kotak Mahindra Bank,MER_190175,Urban Eats,Restaurant,5812,39.85,INR,SUCCESS,00,,854012423693,BRN4174552497,UPI,ANDROID,Madhya Pradesh,SETTLED,1,false
TXN_20260122_494337,2026-01-22T22:08:35+05:30,Paytm,UPI_PAYMENT,user815026@paytm,techsquaree313@canaraba,YES BANK,Canara Bank,MER_497006,TechSquare Electronics,Electronics,5732,805.22,INR,SUCCESS,00,,347733279825,BRN1265367808,UPI,IOS,Andhra Pradesh,SETTLED,32,false
TXN_20260131_321443,2026-01-31T07:43:07+05:30,Paytm,UPI_PAYMENT,user536584@paytm,utilitypays250@stateban,State Bank of India,State Bank of India,MER_691610,UtilityPay Services,Utilities,4900,982.48,INR,SUCCESS,00,,186465287017,BRN2643306547,UPI,IOS,Uttar Pradesh,SETTLED,21,false
TXN_20260101_705896,2026-01-01T09:40:56+05:30,Paytm,UPI_PAYMENT,user365464@paytm,utilitypays778@canaraba,ICICI Bank,Canara Bank,MER_279362,UtilityPay Services,Utilities,4900,312.05,INR,SUCCESS,00,,914616878283,BRN4522763202,UPI,WEB,Maharashtra,SETTLED,12,false
TXN_20260120_658111,2026-01-20T11:51:48+05:30,Paytm,UPI_PAYMENT,user215730@paytm,urbaneats45@bandhanb,State Bank of India,Bandhan Bank,MER_861016,Urban Eats,Restaurant,5812,953.85,INR,SUCCESS,00,,567986627252,BRN6232588603,UPI,ANDROID,Bihar,SETTLED,25,false
TXN_20260128_107036,2026-01-28T07:39:23+05:30,Paytm,UPI_PAYMENT,user929985@paytm,techsquaree25@iciciban,Union Bank of India,ICICI Bank,MER_436918,TechSquare Electronics,Electronics,5732,476.92,INR,PENDING,P01,,249966342781,BRN1707517877,UPI,ANDROID,Bihar,PENDING,55,false
TXN_20260104_624720,2026-01-04T21:17:03+05:30,Paytm,UPI_PAYMENT,user210015@paytm,homebasket483@ausmallf,HDFC Bank,AU Small Finance Bank,MER_798138,HomeBasket,Home & Living,5712,1106.87,INR,SUCCESS,00,,909620847873,BRN2202128127,UPI,ANDROID,West Bengal,SETTLED,36,false
